tri_facility.TRI_FACILITY_ID,tri_facility.FACILITY_NAME,tri_facility.STREET_ADDRESS,tri_facility.CITY_NAME,tri_facility.COUNTY_NAME,tri_facility.STATE_ABBR,tri_facility.ZIP_CODE,tri_facility.PREF_LATITUDE,tri_facility.PREF_LONGITUDE
33853LCMPC5937H,CITROSUCO NA INC,5937 HWY 60 E,LAKE WALES,POLK,FL,33898,27.895833,81.491667
76134LCNLB6201S,ALCON LABORATORIES INC,6201 S FWY AM-16,FORT WORTH,TARRANT,TX,76134,32.6433,97.3303
00661LCNPRPRROA,ALCON PUERTO RICO INC,PR RD 925 BO JUNQUITO,HUMACAO,HUMACAO,PR,791,18.161111,65.8
60005LDNTT616EB,ALDEN & OTT PRINTING INKS CO,616 E BROOK DR,ARLINGTON HEIGHTS,COOK,IL,60005,42.0388,87.974523
12401HNTRP1700E,HUNTER PANELS LLC,1700 ENTERPRISE DR,KINGSTON,ULSTER,NY,12401,,
77568KMNND100KE,KEMIN INDUSTRIES INC,100 KEMIN DR,HITCHCOCK,GALVESTON,TX,77563,,
21222RVWRSMAINS,EXELON CORP RIVERSIDE GENERATING STATION,4000 BROENING HIGHWAY,DUNDALK,BALTIMORE,MD,21222,,
21226BRNDN1000B,BRANDON SHORES & WAGNER COMPLEX,1005 BRANDON SHORES RD,BALTIMORE,ANNE ARUNDEL,MD,21226,,
44125TYLRL6161H,TYLER ELEVATOR PRODUCTS,6161 HALLE DR,VALLEY VIEW,CUYAHOGA,OH,44125,,
44112PRKRR1688A,PARKER RUST-PROOF OF CLEVELAND,1688 ARABELLA RD,CLEVELAND,CUYAHOGA,OH,44112,,
44145XMPRD1169B,XIM PRODUCTS INC,1169 BASSETT RD,WESTLAKE,CUYAHOGA,OH,44145,41.470022,81.944009
30071XRYFG6180A,SOURCEONE HEALTHCARE TECHNOLOGIES INC,6180 ATLANTIC BLVD STE C,NORCROSS,GWINNETT,GA,30071,33.9392,84.2053
49418XRTNC31004,X-RITE INC,3100 44TH ST SW,GRANDVILLE,KENT,MI,494182567,42.884167,85.7425
90638XCBNT16930,XA CABINET CORP,16930 VALLEY VIEW ST,LA MIRADA,LOS ANGELES,CA,90638,33.88361,118.025
47547JSPRC534E8,JASPER CHAIR CO INC,534 E 8TH ST,JASPER,DUBOIS,IN,47546,,
52761BYRMS2500W,BAYER CORP MUSCATINE,2500 WIGGENS RD,MUSCATINE,MUSCATINE,IA,52761,,
47635KSTLC6500N,AK STEEL CORP (ROCKPORT WORKS ),6500 NORTH U.S. 231,ROCKPORT,SPENCER,IN,47635,,
29520CRWNC100EV,CROWN BEVERAGE PACKAGING,100 EVANS ROW,CHERAW,CHESTERFIELD,SC,29520,34.684444,79.892222
66048GRTWS2017S,GREAT WESTERN MANUFACTURING CO INC,2017 S 4TH ST,LEAVENWORTH,LEAVENWORTH,KS,66048,39.295833,94.908333
90058LMNMC5151A,PECHINEY CAST PLATE INC,3200 FRUITLAND AVE,VERNON,LOS ANGELES,CA,90058,33.983333,118.2
47630LMNMCHIGHW,ALCOA WARRICK OPERATIONS,4000 W STATE ROUTE 66,NEWBURGH,WARRICK,IN,47630,37.9576,87.3781
19034RHNPL500VI,RHONE-POULENC RORER PHARMACEUTICALS INC,500 VIRGINIA DR,FORT WASHINGTON,MONTGOMERY,PA,190348727,,
35540STHRNHWY27,SOUTHERN ENERGY II,HWY 278 W,ADDISON,WINSTON,AL,35540,,
76179STHRN8701H,SE TX,8701 HARMON RD,FORT WORTH,TARRANT,TX,76177,,
35575STHRNHWY5S,TRUAL,2746 COUNTY ROAD 59,LYNN,WINSTON,AL,35575,,
26726KSSLLSTARR,KESSEL LUMBER SUPPLY INC,HC 84 BOX 4,KEYSER,MINERAL,WV,26726,39.391667,79.008333
60608KRRXX2444W,KERR GROUP INC,2444 W 16TH ST,CHICAGO,COOK,IL,60608,41.858056,87.689167
76011KRRXX315GR,CROWN CORK & SEAL CO INC,315 GREAT SW PKY,ARLINGTON,TARRANT,TX,76011,32.7431,97.045444
16735LLGHNHUTCH,TEMPLE-INLAND-MT. JEWETT COMPLEX-PB,147 TEMPLE DR.,MOUNT JEWETT,MCKEAN,PA,16740,41.677778,78.625
15840LLGHN249MA,ALLEGHENY POWDER METALLURGY INC,249 MAIN ST,FALLS CREEK,JEFFERSON,PA,15840,41.1436,78.805167
15840LLGHNRTE95,NETSHAPE TECHNOLOGIES - FALLS C REEK FACILITY,409 THIRD ST,FALLS CREEK,JEFFERSON,PA,15840,41.130556,78.805556
01536WYMNG244WO,WYMAN-GORDON CO,244 WORCESTER ST BOX 8001,NORTH GRAFTON,WORCESTER,MA,1536,42.233333,71.729167
61832WYMNGLYNCH,WYMAN-GORDON CO,LYNCH RD,DANVILLE,VERMILION,IL,61832,40.144722,87.557222
90620WYMNG6881E,WYMAN-GORDON COMPOSITES INC,6881 8TH ST,BUENA PARK,ORANGE,CA,90620,33.867222,118.011944
76119KNTND3024E,KENT IND,3024 E SEMINARY DR,FORT WORTH,TARRANT,TX,76119,32.684444,97.279722
44240KNTLT1500S,KENT LATEX PRODUCTS,1500 ST CLAIR AVE,KENT,PORTAGE,OH,44240,41.139444,81.365278
44076KNNMT180PE,KENNAMETAL INC ORWELL PLANT,180 PENNIMAN RD,ORWELL,ASHTABULA,OH,44076,41.529167,80.849444
45891KNNDY520EA,KENNEDY MANUFACTURING CO,520 E SYCAMORE ST,VAN WERT,VAN WERT,OH,458911377,40.871111,84.576389
28103CDDYFHIGHW,PILGRIM'S PRIDE CORP MARSHVILLE PROCESSING FACILITY,5901 W MARSHVILLE BLVD,MARSHVILLE,UNION,NC,28103,34.9838,80.4041
28110CDDYF2701S,GREAT AMERICAN SNACKS,2701 SIMPSON ST,MONROE,UNION,NC,28112,35,80.508333
93013CCRPX1160M,FLOWMATRIX CORP,1160 MARK AVE,CARPINTERIA,SANTA BARBARA,CA,930130000,34.389444,119.484167
60062CLLGN1CULL,CULLIGAN INTERNATIONAL CO,ONE CULLIGAN PKWY,NORTHBROOK,COOK,IL,60062,42.1319,87.864
32254CRKND5555W,CORK INDUSTRIES,5555 W BEAVER ST,JACKSONVILLE,DUVAL,FL,32254,,
43731PCCRF700CH,PCC AIRFOILS LLC - CROOKSVILLE,700 CHINA ST.,CROOKSVILLE,PERRY,OH,43731,39.775,82.095833
46970LLSSN1POWE,ALL SEASON IND INC,1 POWER BOAT PKY,PERU,MIAMI,IN,46970,40.7698,86.0935
60048LLSTR1921E,ALL-STAR DIE CASTING,1921 ENTERPRISE CT,LIBERTYVILLE,LAKE,IL,60048,42.3108,88.006
18201LLSTL425JA,ALSTEEL INC,425 JAYCEE DR,HAZLETON,LUZERNE,PA,18202,40.965833,76.016667
92806LLBNN2727C,ALL-BANN ENTERPRISES INC,2727 CORONADO ST,ANAHEIM,ORANGE,CA,92806,33.854167,117.875
36701LLLCKBURNS,ALL-LOCK CO INC,4555 WATER AVE,SELMA,DALLAS,AL,36701,32.416667,86.972778
27573LSNPC10475,LOUISIANA PACIFIC CORP ROXBOR O OSB,10475 BOSTON RD,ROXBORO,PERSON,NC,27574,,
74003SPRRW101NJ,SUPERIOR COS INC MACHINING & FABRICATION DIV,101 N JOHNSTONE,BARTLESVILLE,WASHINGTON,OK,74003,,
28704SHVLL200CP,DUKE ENERGY PROGRESS LLC-ASHEVILLE STEAM ELECTRIC PLANT,200 CP&L DR,ARDEN,BUNCOMBE,NC,28704,,
95688CHRNC2010C,CHIRON CORP VACAVILLE MANUFACTURING FACILITY,2010 CESSNA DR,VACAVILLE,SOLANO,CA,95688,,
60185NXNTL1860W,INX INTERNATIONAL INK CO,1860 WESTERN DR,WEST CHICAGO,DUPAGE,IL,60185,,
24120MCRMT2900W,MICROMETRICS SYSTEM,225 JEB STUART HWY,MEADOWS OF DAN,PATRICK,VA,24120,,
25880GRGPC79NOR,GEORGIA-PACIFIC WOOD PRODUCTS LLC - MT. HOPE OSB,79 N PAX AVE,MOUNT HOPE,FAYETTE,WV,25880,,
77002TXSCL1300B,CMC STEEL FABRICATORS INCDBA CMC REBAR,235 PORTWALL ST,HOUSTON,HARRIS,TX,77029,,
48867VNGRD1070A,VAUNGARDE INC PLANT 3,1070 AIKEN RD,OWOSSO,SHIAWASSEE,MI,48867,,
63110MZLNC4003P,MOZEL INC,4003 PARK AVE,SAINT LOUIS,ST LOUIS (CITY),MO,63110,,
02173PHRMC128SP,PHARM-ECO LABORATORIES INC,128 SPRING ST,LEXINGTON,MIDDLESEX,MA,24217800,,
03235RWDCRFRANK,WYMAN-GORDON INVESTMENT CASTINGS INC,FRANKLIN INDUSTRIAL PARK,FRANKLIN,MERRIMACK,NH,3235,43.441667,71.585278
17929CRSSNPOTTS,SAPA EXTRUSIONS INC CRESSONA OPERATION,53 POTTSVILLE ST,CRESSONA,SCHUYLKILL,PA,17929,40.633333,76.1875
66548LBRTY451HW,LIBERTY INC,451 HWY 9,WATERVILLE,MARSHALL,KS,66548,,
76134SCSFR1200W,SCS/FRIGETTE INC,1200 W RISINGER RD,FORT WORTH,TARRANT,TX,76134,,
11530MTLNG700CO,MTA LONG ISLAND BUS MITCHEL FIELD DEPOT,700 COMMERCIAL AVE,GARDEN CITY,NASSAU,NY,115306410,,
96950MBLLSSAIPA,MOBIL OIL MARIANA ISLANDS INC (SAIPAN AVIATION DEPOT),AIRPORT RD DANDAN,SAIPAN,SAIPAN,MP,96950,,
23847STFBF1510R,STEELFAB OF VIRGINIA INC,1510 REESE ST,EMPORIA,GREENSVILLE,VA,23847,,
64504CRYVC2313L,CRYOVAC INC SEALED AIR CORP,2313 LOWER LAKE RD,SAINT JOSEPH,BUCHANAN,MO,64504,,
97503MCMPN8124P,CARESTREAM HEALTH INC,8124 PACIFIC AVE,WHITE CITY,JACKSON,OR,97503,42.434444,122.880556
74145RPRNT4250S,AIREPAIR INTERNATIONAL INC,4250 S 76TH E AVE,TULSA,TULSA,OK,74145,36.096944,95.877222
90255RCRFT5216P,AIRCRAFT X-RAY LABORATORIES INC,5216 PACIFIC BLVD,HUNTINGTON PARK,LOS ANGELES,CA,90255,33.995,118.224444
54729CRYRS900LO,CRAY RESEARCH INC,900 LOWATER RD,CHIPPEWA FALLS,CHIPPEWA,WI,54729,44.951389,91.369167
06605HBBLLSTATE,HUBBELL INC,1613 STATE ST,BRIDGEPORT,FAIRFIELD,CT,66050933,41.165833,73.214167
22071PLSCM2900T,PULSECOM,2900 TOWERVIEW RD SUITE 100,HERNDON,FAIRFAX,VA,20171,38.932446,77.422831
24073HBBLL2000E,HUBBELL LIGHTING INC,2000 ELECTRIC WAY,CHRISTIANSBURG,MONTGOMERY,VA,24073,37.13632,80.375455
08701LKWDC123EN,LAKEWOOD COGENERATION,123 ENERGY WAY,LAKEWOOD,OCEAN,NJ,8701,,
42003CHMCL300ST,CHEMICAL PACKAGING CORP,300 STATE ST,PADUCAH,MCCRACKEN,KY,42003,,
04401MNRNT103MA,US DOD USAF BANGOR ANG,101 ARW/EMB 99 GLENN AVE SUITE 494,BANGOR,PENOBSCOT,ME,4401,,
29801HBBLL2200R,HUBBELL POWER SYSTEMS INC,1850 RICHLAND AVE E,AIKEN,AIKEN,SC,29801,33.564892,81.731117
53115HBBRDRTE3B,DOANE PET CARE CO,5020 STATE RD 50,DELAVAN,WALWORTH,WI,531154200,42.603889,88.588889
31768HBBLLRT8BO,MOULTRIE DIE CAST,222 INDUSTRIAL DR,MOULTRIE,COLQUITT,GA,31788,31.175,83.754167
85009HBBLL2522W,HUBBELL HERMETIC REFRIGERATION INC,2522 W HOLLY ST,PHOENIX,MARICOPA,AZ,85009,33.471667,112.114167
23692YRKTW1600W,YORKTOWN POWER STATION,1600 WATERVIEW RD,YORKTOWN,YORK,VA,23692,,
35903CLPLM205SP,TENNESSEE ALUMINUM PROCESSORS INC,205 SPURLINE DR,GADSDEN,ETOWAH,AL,35903,,
30213MPRGL220FA,IMPREGLON INC,220 FAIRBURN INDUSTRIAL BLVD,FAIRBURN,FULTON,GA,30213,,
46550GLFST503SO,GULF STREAM COACH,503 S OAKLAND AVE,NAPPANEE,ELKHART,IN,46550,,
30180TMTVL905RO,AUTOMOTIVE ELECTRONICS INC,905 ROCKMART HWY,VILLA RICA,CARROLL,GA,30180,,
28166NGNRD250OL,ENGINEERED SINTERED COMPONENTS,250 OLD MURDOCK RD,TROUTMAN,IREDELL,NC,28166,,
92805CRSTC1332S,CREST COATING INC,1332 S ALLEC ST,ANAHEIM,ORANGE,CA,92805,33.815,117.898889
48192CRSTN38413,CREST INDUSTRIES INC,3841-3855 13TH ST,WYANDOTTE,WAYNE,MI,481926407,42.194444,83.168611
34677CRSTP400RA,CREST PRODUCTS INC,430 RACETRACK RD,OLDSMAR,PINELLAS,FL,34677,28.04,82.649444
40511CRSTP2001B,CREST PRODUCTS LLC A WHOLLY OWNED SUBSIDIARY OF ITW,2001 BUCK LN,LEXINGTON,FAYETTE,KY,40511,38.083333,84.533333
92634KMBRL2001E,KIMBERLY-CLARK CORP,2001 E ORANGETHORPE AVE,FULLERTON,ORANGE,CA,92634,33.85965,117.892837
29841KMBRLOLDJA,KIMBERLY-CLARK CORP,246 OLD JACKSON HWY,BEECH ISLAND,AIKEN,SC,29842,33.412155,81.896889
84404KMBRL2010N,KIMBERLY-CLARK CORP OGDEN PLANT,2010 N RULON WHITE BLVD,OGDEN,WEBER,UT,844040715,41.293333,112.008889
15857KYSTN973WI,AMPHENOLTHERMOMETRICS INC,967 WINDFALL RD,SAINT MARYS,ELK,PA,15857,41.456944,78.559722
17756YNGND16PAI,YOUNG INDUSTRIES INC,16 PAINTER ST,MUNCY,LYCOMING,PA,17756,41.2,76.794444
13656CRWLYTHERE,HP HOOD LLC,20700 NYS RT 411,LAFARGEVILLE,JEFFERSON,NY,13656,44.1875,75.956944
38915NTDCHSTATE,UNITED CHAIR CO,STATE HWY 9 S,BRUCE,CALHOUN,MS,38915,33.982778,89.353611
38027RDCNC435WA,ARDCO INC WITT PONOMA AIR FACILITY,435 WASHINGTON ST,COLLIERVILLE,SHELBY,TN,38027,,
07036GMRNT1525W,HONEYWELL GNI,1525 W BLANCKE ST,LINDEN,UNION,NJ,7036,,
46733DCTRC822DA,HAMILITON FOUNDRY & MACHINE CO DECATUR CASTING DIV,822 DAYTON AVE,DECATUR,ADAMS,IN,46733,40.836944,84.933333
45505KZCTN1550P,AKZO NOBEL COATINGS INC,1550 PROGRESS DR,SPRINGFIELD,CLARK,OH,45505,39.889167,83.786944
90502KZCTN20846,AKZO COATINGS INC,20846 S NORMANDIE AVE,TORRANCE,LOS ANGELES,CA,90502,33.8414,118.2982
48203KZCTN1221E,AKZO COATINGS INC,1221 E MCNICHOLS,DETROIT,WAYNE,MI,48203,42.4184,83.090913
44004ZRHCP1501W,ZEHRCO-GIANCOLA COMPOSITES INC,1501 W 47TH ST,ASHTABULA,ASHTABULA,OH,44004,41.87,80.781667
07074CRSTF100CA,CREST FOAM INDUSTRIES INC,100 CAROL PL,MOONACHIE,BERGEN,NJ,7074,40.85,74.05
98204CRSTL29021,CREST CABINETS,2902 112TH ST SW,EVERETT,SNOHOMISH,WA,98204,47.896659,122.27058
19355CRDNK55LIN,CRODA INKS CORP,55 LINCOLN HWY,FRAZER,CHESTER,PA,19355,40.0425,75.534722
30315CRDNK1040G,CRODA INKS CORP,1040 GRANT ST  S E,ATLANTA,FULTON,GA,30315,33.726667,84.374167
38113CRDNK1600C,CRODA INKS CORP,1600 CHANNEL AVE,MEMPHIS,SHELBY,TN,38113,35.098889,90.105556
84401LBNLB2332B,OGDEN LIQUID PRODUCTS,2332 B AVE,OGDEN,WEBER,UT,84401,41.208333,111.983333
46701LBNWRSTATE,INTERNATIONAL WIRE GROUP ALBION,1545  E STATE RD 8,ALBION,NOBLE,IN,46701,41.395833,85.394167
29415LBRGH2151K,SOLVAY USA INC,2151 KING ST EXTENSION,CHARLESTON,CHARLESTON,SC,29405,32.833333,79.965278
45030LBRGHPADDY,PCS PURIFIED PHOSPHATE,10818 PADDY'S RUN RD,FERNALD,HAMILTON,OH,45030,39.296436,84.700312
07095LCNBL11CRA,GENTEK BUILDING PRODUCTS,11 CRAGWOOD RD,AVENEL,MIDDLESEX,NJ,7001,40.594444,74.256944
45215CRDNK641NO,CRODA INKS CORP,641 N WAYNE AVE,LOCKLAND,HAMILTON,OH,45215,39.2436,84.463222
93033HLCNG6200P,HALACO ENGINEERING CO,6200 PERKINS RD,OXNARD,VENTURA,CA,93033,34.136111,119.18
38827RDMNT11DUN,REDMONT INC,111 DUNCAN RD,BELMONT,TISHOMINGO,MS,38827,,
63147DNVDV4200N,DON V  DAVIS CO,4200 N 2ND ST,SAINT LOUIS,ST LOUIS (CITY),MO,63147,,
61074MTFRM7034I,METFORM LLC HOT FORMED PRODUCTS PLANT,7034 IL RT 84,SAVANNA,CARROLL,IL,61074,,
49441TCHLN950WB,TECHLINE PRODUCTS,950 W BROADWAY,MUSKEGON,MUSKEGON,MI,49441,,
71611HVRTRDIXIE,HOOVER TREATED WOOD PRODUCTS INC,2901 DIXIE WOOD DR,PINE BLUFF,JEFFERSON,AR,71602,34.268889,92.06
01721FNWLX400MA,KIDDE-FENWAL INC,400 MAIN ST,ASHLAND,MIDDLESEX,MA,1721,42.256944,71.458333
01721FNWLX50MAI,KIDDE-FENWAL INC,50 MAIN ST,ASHLAND,MIDDLESEX,MA,1721,42.2625,71.466667
01721FNWLX60PLE,KIDDE-FENWAL INC,60 PLEASANT ST,ASHLAND,MIDDLESEX,MA,1721,42.2625,71.466667
50447KFRBL305EA,STELLAR INDUSTRIES INC - KANAWHA PLANT,305 E FIRST ST,KANAWHA,HANCOCK,IA,50447,42.934167,93.787222
93307CPLTN317MT,AC PLATING,317 MT VERNON AVE,BAKERSFIELD,KERN,CA,93307,,
19401BSTWL1210S,BESTWELD INC,1210 STANBRIDGE ST,NORRISTOWN,MONTGOMERY,PA,19401,,
92707KRRXX1221E,KERR,1221 E SAINT ANDREWS PL,SANTA ANA,ORANGE,CA,92707,33.722222,117.854167
17331CRWNC1650B,CROWN FOOD PACKAGING,1650 BROADWAY,HANOVER,YORK,PA,17331,39.822251,76.973594
00630CRWNCKM126,CROWN BEVERAGE PACKAGING,"380 CALLE FABRIL ST KM 126 PR-3, PR INDUSTRIAL PAR",CAROLINA,CAROLINA,PR,985,18.385,65.958333
30701CRWNCEDMON,CROWN CRAFTS INC,EDMOND ST,CALHOUN,GORDON,GA,30701,34.483333,84.95
48234CRWNN6300E,CROWN GROUP DETROIT MI PLANT,6300 E SEVEN MILE RD,DETROIT,WAYNE,MI,48234,42.434444,83.036944
45869CRWNX4044S,CROWN EQUIPMENT CORP,424 W MONROE ST,NEW BREMEN,AUGLAIZE,OH,45869,40.430278,84.390556
97303KRRCN2340H,KERR CONCENTRATES INC,2340 HYACINTH ST NE,SALEM,MARION,OR,97303,44.970833,123.0075
13209CRCBLSTATE,CRUCIBLE INDUSTRIES LLC,575 STATE FAIR BLVD,SOLVAY,ONONDAGA,NY,13209,43.068056,76.2075
54153CRSRS205CH,KCS INTERNATIONAL INC CRUISERS YACHTS DIV PLANT 2,205 CHARLES ST,OCONTO,OCONTO,WI,54153,44.891667,87.891667
89512CRMRN145CA,CRUMRINE MANUFACTURING,145 CATRON DR,RENO,WASHOE,NV,895121093,39.5762,119.8174
06473CRYDY445ST,CRYODYNE TECHNOLOGIES INC,445 STATE ST,NORTH HAVEN,NEW HAVEN,CT,6473,41.363056,72.887778
16701HFFMN105LA,HOFFMANN CARBON INC,105 LAFFERTY HOLLOW,BRADFORD,MCKEAN,PA,16701,,
85242MGCPR6560S,MGC PURE CHEMICALS AMERICA INC,6560 S MOUNTAIN RD,MESA,MARICOPA,AZ,85212,,
92121CPCMP7014C,CAPE COMPOSITES INC,7014 CARROLL RD,SAN DIEGO,SAN DIEGO,CA,92121,,
37207TRTNC940EA,TRITON BOAT CO,940 EAST TRINITY LN,NASHVILLE,DAVIDSON,TN,37207,,
76067NTLPL912HO,ANTELOPE OIL TOOLS,912 HOOD ST,MINERAL WELLS,PARKER,TX,76067,,
37809DTRTN199BO,DTR TENNESSEE INC,199 POTTERTOWN RD,MIDWAY,GREENE,TN,37809,,
52632KKKSTCOMMA,KEOKUK STEEL CASTINGS RIVER PLANT,COMMERCIAL & M STS,KEOKUK,LEE,IA,52632,40.385556,91.408611
85714KRMNT4231S,POLYMER CHEMISTRY INNOVATIONS INC,4231 S FREMONT AVE,TUCSON,PIMA,AZ,85714,32.1752,110.954222
29108SPRBT182SE,BLUEWATER MARINE GROUP PLANT 1,182 BLUEWATER DR,NEWBERRY,NEWBERRY,SC,29108,,
20705CHRKS7100M,CHEROKEE SANFORD GROUP LLC LAUREL FACILITY,7100 MUIRKIRK RD,BELTSVILLE,PRINCE GEORGE'S,MD,20705,,
38654VLCNQ8530S,VULCAN EQUIPMENT CO INC,8530 SANDIDGE RD,OLIVE BRANCH,DESOTO,MS,38654,,
88265DLDRS8205S,DLD RESOURCES INC,8205 S HWY 322,MONUMENT,LEA,NM,88265,,
89706PLYMR22CAS,POLYMER MANUFACTURING CORP,22 CASH DR,CARSON CITY,WASHOE,NV,89706,,
93312HNDCH20807,HONDO INC,20807 STOCKDALE HWY,BAKERSFIELD,KERN,CA,93312,35.354223,119.247778
23237NDLCH2540B,INDUSTRIAL CHEMICALS INC,2540 BELLWOOD RD,RICHMOND,CHESTERFIELD,VA,23237,,
55336CNSLD1011E,ADM ANIMAL NUTRITION,1011 ELLIOTT AVE,GLENCOE,MCLEOD,MN,55336,,
85631BHPCP28255,BHP COPPER NORTH AMERICA SAN MANUEL MINING,28255 W REDDINGTON RD,SAN MANUEL,PINAL,AZ,85631,,
35573STHRNHWY19,SOUTHERN HOMES I,455 HWY 33,DOUBLE SPRINGS,WINSTON,AL,35553,,
56001HNYMD2060S,CHS MANKATO,2020 S RIVERFRONT DR,MANKATO,BLUE EARTH,MN,56001,44.158333,94.033333
55344HNYWL8840E,HONEYWELL AEROSPACE COON RAPIDS,8840 EVERGREEN BLVD,COON RAPIDS,ANOKA,MN,55433,45.131667,93.275
87113HNYWL9201S,HONEYWELL AEROSPACE-ALBUQUERQUE,9201 SAN MATEO BLVD NE MS-D11,ALBUQUERQUE,BERNALILLO,NM,87113,35.188676,106.5862
55436HNYWL5901S,HONEYWELL INC EDINA BLDG,5901 S COUNTY RD 18,EDINA,HENNEPIN,MN,55436,44.897222,93.398611
03276WYMNGGRANI,WYMAN-GORDON INVESTMENT CASTINGS INC,GRANITE ST,NORTHFIELD,MERRIMACK,NH,3276,43.441667,71.585278
01613SPRGL115NO,ALLEGRO MICROSYSTEMS INC,115 NORTHEAST CUTOFF,WORCESTER,WORCESTER,MA,16061224,42.309444,71.771389
19090SPRGL3900W,ALLEGRO MICROSYSTEMS WG INC,3900 WELSH RD,WILLOW GROVE,MONTGOMERY,PA,190902995,40.157778,75.138611
44266LLNRC4879N,ALLEN AIRCRAFT PRODUCTS INC,4879 NEWTON FALLS RD,RAVENNA,PORTAGE,OH,442661211,41.158056,81.217778
01606WRGHT160GO,WRIGHT LINE INC,160 GOLD STAR BLVD,WORCESTER,WORCESTER,MA,1606,42.291667,71.813333
53209WRGHT1700W,WRIGHT METAL PROCESSORS,1700 W CORNELL ST,MILWAUKEE,MILWAUKEE,WI,53209,43.097613,87.931854
54868WRGHT107WC,HENRY RAC HOLDING CORP,107 W COLEMAN ST,RICE LAKE,BARRON,WI,54868,45.491667,91.736111
45891KNNDY1266I,KENNEDY MANUFACTURING CO,1266 INDUSTRIAL DR,VAN WERT,VAN WERT,OH,45891,40.85607,84.588925
35574KNNDYHWY96,BROWN WOOD PRESERVING CO INC,16851 HWY 96 W,KENNEDY,LAMAR,AL,35574,33.583333,88
02886KNNYM1000J,KENNEY MANUFACTURING CO,1000 JEFFERSON BLVD,WARWICK,KENT,RI,2886,41.721667,71.445278
60034KNSHB12130,KENOSHA BEEF INTL LTD,12130 ST RTE 173,HEBRON,MCHENRY,IL,60034,42.4579,88.4021
53140KNSHL55135,KENOSHA LAKEFRONT ASSEMBLY,5313 5TH AVE,KENOSHA,KENOSHA,WI,53140,42.59,87.808333
07002KNRCH140E2,"KENRICH PETROCHEMICALS, INC.",140 EAST 22ND STREET,BAYONNE,HUDSON,NJ,7002,40.658889,74.112222
13838KTHCL101ON,CULLMAN VENTURES INC KEITH CLARK DIV,101 O'NEIL RD,SIDNEY,DELAWARE,NY,13838,42.305,75.407222
35987CLPSMBROGD,REAL ALLOY SPECIFICATION INC,47 BROGDON RD,STEELE,ST CLAIR,AL,35987,33.934444,86.196944
31537CLPPREASYS,CULPEPER WOOD PRESERVERS,1 EASY ST,FOLKSTON,CHARLTON,GA,315370565,30.830278,82.01
74145FLWSR4501S,FLOWSERVE CORP,4501S 86TH E AVE,TULSA,TULSA,OK,74145,,
77041QSTCH12255,QUESTVAPCO CORPORATION,12255 FM 529,HOUSTON,HARRIS,TX,77041,,
76118CLRMT7204B,COLORMATRIX CORP,7204 BURNS ST,RICHLAND HILLS,TARRANT,TX,76118,,
53207DYNMC2024S,DYNAMIC COLOR SOLUTIONS,2024 S LENOX  ST,MILWAUKEE,MILWAUKEE,WI,53207,,
31079WDTCHHWY28,WOOD TECH MFG & SUPPLY COINC,HWY 280 W,ROCHELLE,WILCOX,GA,31079,,
85719CRYST1000E,CRYSTAL ICE & COLD STORAGE,1000 E 17TH ST,TUCSON,PIMA,AZ,85719,32.214444,110.954444
92243STRGD370CO,CRYSTAL ICE & COLD STORAGE,370 W COMMERCIAL,EL CENTRO,IMPERIAL,CA,92243,32.800556,115.548611
85009CRYST2106W,CRYSTAL ICE & COLD STORAGE INC,2106 W MCDOWELL RD,PHOENIX,MARICOPA,AZ,85009,33.478056,112.105278
19446CRYST601WE,CRYSTAL INC-PMC,601 W 8TH ST,LANSDALE,MONTGOMERY,PA,19446,40.253611,75.286667
18301NTDST830CR,EXCEL STORAGE PRODUCTS INC (DBA UNITED STEEL PRODUCTS CO),830 CROWE RD,STROUDSBURG,MONROE,PA,18360,,
24517THTMK2097D,TIMKEN CO ALTAVISTA BEARING PLANT,2097 DEARING FORD RD,ALTAVISTA,CAMPBELL,VA,24517,,
32669FLRDR4000N,ARGOS NEWBERRY PLANT,4000 NW COUNTY RD 235,NEWBERRY,ALACHUA,FL,32669,,
07026NLCLR61RIV,PRIMEX COLOR COMPOUNDING & ADDITIVES CORP,61 RIVER DR,GARFIELD,BERGEN,NJ,7026,,
98907PPSCL1001S,PEPSI COLA BOTTLING CO,1001 S 1ST ST,YAKIMA,YAKIMA,WA,98907,46.59025,120.499917
92507LLGNC1660I,CAREFUSION,"1660 IOWA AVENUE, SUITE 100",RIVERSIDE,RIVERSIDE,CA,92507,,
18045THBTH25THL,BETHLEHEM CORP,25TH & LENNOX ST,EASTON,NORTHAMPTON,PA,18045,,
80301LXMRK6555M,LEXMARK INTERNATIONAL INC,6555 MONARCH RD,LONGMONT,BOULDER,CO,80503,40.091667,105.2
08360KMBLGCRYST,CORNING PHARMACEUTICAL GLASS LLC,563 CRYSTAL AVE,VINELAND,CUMBERLAND,NJ,8360,39.498611,75.019444
46580KMBLGWESTC,KIMBLE GLASS INC,W CENTER ST BOGGS INDUSTRIAL PARK,WARSAW,KOSCIUSKO,IN,46580,41.238611,85.878056
60007ZNTHM1851A,ZENITH MICROCIRCUITS CORP,1851 ARTHUR AVE,ELK GROVE VILLAGE,COOK,IL,60007,41.995784,87.955347
12603FRGMF130SA,FARGO MANUFACTURING CO,130 SALT POINT RD,POUGHKEEPSIE,DUTCHESS,NY,12603,,
56215CHPPW27020,CHIPPEWA VALLEY ETHANOL CO,270 20TH ST NW,BENSON,SWIFT,MN,56215,,
