tri_facility.TRI_FACILITY_ID,tri_facility.FACILITY_NAME,tri_facility.STREET_ADDRESS,tri_facility.CITY_NAME,tri_facility.COUNTY_NAME,tri_facility.STATE_ABBR,tri_facility.ZIP_CODE,tri_facility.PREF_LATITUDE,tri_facility.PREF_LONGITUDE
92408DNLRD1390S,THERMAL SOLUTIONS MANUFACTURING INC,1390 S TIPPECANOE AVE SUITE B,SAN BERNARDINO,SAN BERNARDINO,CA,92408,34.0825,117.253889
37311SPCLT2018K,SPECIALTY CHEMICAL CO LLC,2018 KING EDWARD AVE,CLEVELAND,BRADLEY,TN,37311,,
84104SNDST1291S,USA INDUSTRIES,1291 S PIONEER RD,SALT LAKE CITY,SALT LAKE,UT,84104,40.740617,111.956588
72150RBRTSHWY16,CENTRIA SHERIDAN,1811 N ROCK,SHERIDAN,GRANT,AR,72150,34.333333,92.4
06082NCLCR230SH,ANOCOIL LLC,230 SHAKER RD,ENFIELD,HARTFORD,CT,6082,42.013406,72.52965
36507STNDR801IN,STANDARD FURNITURE MFGCOINC,801 HWY 31 S,BAY MINETTE,BALDWIN,AL,36507,30.868889,87.776944
53216VPRZD3364W,VAPORIZED COATINGS INC,3364 W HOPKINS ST,MILWAUKEE,MILWAUKEE,WI,53216,43.091944,87.954444
22408RFFNC10229,RUFFIN CREEK PROPERTIES LLC,10229 TIDEWATER TRAIL,FREDERICKSBURG,SPOTSYLVANIA,VA,22408,,
41091CGGSTRT338,DUKE ENERGY KENTUCKY INC - EAST BEND GENERATING STATION,6293 BEAVER RD ST RT 338,RABBIT HASH,BOONE,KY,41091,,
31703CPRTR3300S,COOPER TIRE & RUBBER CO,3300 SYLVESTER RD,ALBANY,DOUGHERTY,GA,31705,31.5613,84.1629
94550SWNDP6952P,US WINDPOWER INC,6952 PRESTON AVE,LIVERMORE,ALAMEDA,CA,94550,37.709722,121.707778
39213JCKSN228WL,JACKSON PLATING CO,228 W LORENZ BLVD,JACKSON,HINDS,MS,39213,32.333958,90.186672
85021JCKSN1904W,JACKSON & CO INC,1904 W GLENDALE AVE,PHOENIX,MARICOPA,AZ,85201,33.541667,112.095833
32203JCKSN750EB,JACKSONVILLE SHIPYARDS INC,750 E BAY ST,JACKSONVILLE,DUVAL,FL,322032347,30.2909,81.6316
83336JRSMPHIGHW,J R SIMPLOT CO HEYBURN FOOD GROUP,HWY 30 N,HEYBURN,MINIDOKA,ID,83336,42.550833,113.759167
38860CRNNDHWY41,CRAIN INDUSTRIES OKALONA DIV,HWY 41 E,OKOLONA,CHICKASAW,MS,38860,34,88.725
07080DGSSC104NE,DEGUSSA CORP,104 NEW ERA DR,SOUTH PLAINFIELD,MIDDLESEX,NJ,70800737,40.577222,74.43
78336SHLNDHWY35,EVONIK DEGUSSA CORP,HWY 35 N BUSINESS RT,ARANSAS PASS,ARANSAS,TX,78336,27.9202,97.1692
45714SHLNDHWY7N,ORION ENGINEERED CARBONS BELPRE,11135 STATE RT 7,BELPRE,WASHINGTON,OH,45714,39.303333,81.565833
28054JCHRL1010E,J CHARLES SAUNDERS CO INC,1004 E LONG AVE,GASTONIA,GASTON,NC,28054,35.261944,81.1875
37172CCCTD2405A,SAIA-BURGESS AUTOMOTIVE ACTUATORS INC,755 BILL JONES INDUSTRIAL DR,SPRINGFIELD,ROBERTSON,TN,37172,,
52404JDMSN10256,JE ADAMS INDUSTRIES,1025 63RD AVE SW,CEDAR RAPIDS,LINN,IA,52404,41.9174,91.685111
31765THJHN2MILE,WAVERLY MINERAL PRODS CO,"2 MI S MEIGS GA ON GA HWY 3, 2 MI SOUTH OF MEIGS",MEIGS,THOMAS,GA,317650106,31.033611,84.0475
31502WYCRS2450I,LF MANUFACTURING INC WAYCROSS PLANT,2450 INDUSTRIAL BLVD,WAYCROSS,WARE,GA,31501,31.241944,82.419444
90720WYLLH3801C,WAYELL-HUBER WOOD PRODS,3801 CATALINA ST,LOS ALAMITOS,ORANGE,CA,90720,33.806,118.065591
22980WYNTS901SD,MOHAWK INDUSTRIES INC WAYNESBORO,901 S DELPHINE ST,WAYNESBORO,WAYNESBORO (CITY),VA,22980,38.055556,78.891667
53204WYNCH546SW,ELEMENTIS LTP LP,546 S WATER ST,MILWAUKEE,MILWAUKEE,WI,53204,43.025556,87.904444
02907TSRDL195DU,SARDELLI INTERNATIONAL LLC.,195 DUPONT DR,PROVIDENCE,PROVIDENCE,RI,2907,,
93501NNVTV1347P,INNOVATIVE COATING TECHNOLOGY INC,1347 POOLE ST,MOJAVE,KERN,CA,93501,,
05482BLDGTHARBO,BLODGETT OVEN CO,HARBOR RD,SHELBURNE,CHITTENDEN,VT,5482,,
78752SLZRC1300E,SULZER CARBOMEDICS INC,1300 E ANDERSON LN,AUSTIN,TRAVIS,TX,78752,,
92704BRVCR3731W,BRAVO CORP,3731 W WARNER AVE,SANTA ANA,ORANGE,CA,92704,,
92503SWSSD12171,SWISS DAIRY RIVERSIDE PLANT,12171 MADERA WAY,RIVERSIDE,RIVERSIDE,CA,92503,,
60120HNKLD1345G,HENKEL CORP,1345 GASKET DR,ELGIN,COOK,IL,60120,,
38343JFFRS17209,JEFFERSON SMURFIT CORP,1720 9TH AVE,HUMBOLDT,GIBSON,TN,38343,,
45177THRWN92GRA,IRWIN CO PLANT 1,92 GRANT ST,WILMINGTON,CLINTON,OH,45177,39.443333,83.823611
44101DLXCH4747W,DELUXE CHECK PRINTERS INC,4747 W 160TH ST,CLEVELAND,CUYAHOGA,OH,44135,41.426667,81.813333
45242DLXCH9875R,DELUXE CHECK PRINTERS INC,9875 REDHILL DR,BLUE ASH,HAMILTON,OH,45242,39.233333,84.366667
46206DLXCH5846W,DELUXE CHECK PRINTERS INC,5846 W 73RD ST,INDIANAPOLIS,MARION,IN,462781742,39.886111,86.264167
50321DLXCH2700B,DELUXE CHECK PRINTERS INC,2700 BELL AVE,DES MOINES,POLK,IA,50321,41.562644,93.653499
53151DLXCH16100,DELUXE CHECK PRINTERS INC,16100 W OVERLAND DR,NEW BERLIN,WAUKESHA,WI,53151,43.000833,88.113611
49504RWNST3251F,IRWIN SEATING CO,3251 FRUIT RIDGE NW,GRAND RAPIDS,KENT,MI,49544,43.0241,85.762667
34622RWNYC13055,HYDRO SPA PARTS & ACCESSORIES,13055 49TH ST N,CLEARWATER,PINELLAS,FL,33762,27.9197,82.7011
43512THSCCSTATE,ISAAC CORP DEFIANCE OHIO PLANT,STRTE #281 E,DEFIANCE,DEFIANCE,OH,43512,41.253333,84.321111
03570SCSNSJERIC,ISAACSON STRUCTURAL STEEL INC,40 JERICHO RD,BERLIN,COOS,NH,3570,44.4827,71.256722
06786SLCMPGREYS,ISELI CO,651 GREYSTONE RD,TERRYVILLE,LITCHFIELD,CT,6786,41.6784,73.0315
50664WPSVL30010,WAPSIE VALLEY CREAMERY INC,"300 - 10TH ST., NE",INDEPENDENCE,BUCHANAN,IA,50644,42.477082,91.894294
91605WRDNG13444,WARD ENG INC,13444 WYANDOTTE ST,NORTH HOLLYWOOD,LOS ANGELES,CA,91605,34.202345,118.424734
77015FRMNT2239H,GB BIOSCIENCES LLC,2239 HADEN RD,HOUSTON,HARRIS,TX,77015,29.7625,95.166667
00621SLNDCINTER,ISLAND CAN CORP,"INTERSECTION PR-2 & PR-167, 167",BAYAMON,BAYAMON,PR,6211467,18.416667,66.145833
38024MHNNN107JA,POLYONE,107 JACKSON ST,DYERSBURG,DYER,TN,38024,,
00621SLNDCLUCHE,ISLAND CAN CARRIBEAN INC,PR-28 CORNER PR-05 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.416111,66.144444
21030THWRD10615,BW PAPERSYSTEMS,10615 BEAVER DAM RD,COCKEYSVILLE,BALTIMORE,MD,21030,39.468056,76.652778
16912WRDMN115GU,WARD MANUFACTURING LLC,117 GULICK ST,BLOSSBURG,TIOGA,PA,16912,41.671944,77.0625
54452WRDPPNMILL,WARD PAPER CO,N MILL ST,MERRILL,LINCOLN,WI,54452,45.191667,89.688889
83349WRDSCHIWAY,GLANBIA FOODS INC,1216 E HWY 26,RICHFIELD,LINCOLN,ID,83349,43.051111,114.160278
28677WRLCK945MO,WARLICK PAINT CO INC,945 MONROE ST,STATESVILLE,IREDELL,NC,28677,35.768056,80.864722
97761WRMSPPOBOX,WARM SPRINGS FOREST PRODUCTS INDUSTRIES,HWY 26,WARM SPRINGS,WASCO,OR,97761,44.766667,121.225
64125GSTST7000R,GST STEEL CO  A DIV OF GS TECHS,7000 ROBERTS RD,KANSAS CITY,JACKSON,MO,64125,39.116667,94.5
00619SLNDLST167,ISLAND LITHO CORP,PR-28 CORNER PR-05 LUCHETTI,BAYAMON,BAYAMON,PR,961,18.4175,66.144167
29301SMDXN2072S,ISOMEDIX OPERATIONS INC.,2072 SOUTHPORT RD,SPARTANBURG,SPARTANBURG,SC,29306,34.921883,81.888412
79936SMDXN1435I,ISOMEDIX OPERATIONS INC.,1435 ISOMEDIX PL,EL PASO,EL PASO,TX,79936,31.727267,106.295014
45342STCNC3858B,ALDRICH CHEMICAL CO,3858 BENNER RD,MIAMISBURG,MONTGOMERY,OH,453424304,39.61585,84.247022
18966WRMNSCOUNT,WARMINSTER FIBERGLASS CO,725 COUNTY LINE RD,SOUTHAMPTON,BUCKS,PA,18966,40.1625,75.054167
75766WRMNSRT2BO,WARMINSTER FIBERGLASS CO,1428 ELBERTA ST,JACKSONVILLE,CHEROKEE,TX,75766,31.9588,95.281611
15301WSHNGWOODL,ALLEGHENY LUDLUM WASHINGTON FLAT ROLL,WOODLAND & GRIFFITH AVES,WASHINGTON,WASHINGTON,PA,15301,40.186389,80.271667
85231MLLRD15790,DELTA & PINE LAND CO MILLER DELINTING UNIT,15790 S HWY 87,ELOY,PINAL,AZ,85231,32.737222,111.516111
29673DLTWD750ES,DELTA WOODSIDE ESTES PLANT,750 ESTES PLANT RD,PIEDMONT,GREENVILLE,SC,29673,34.718611,82.442778
28650STVCK408SM,DELTA APPAREL MAIDEN PLANT,408 S MAIN AVE,MAIDEN,CATAWBA,NC,28650,35.5716,81.216558
98520TTRYN23RDR,ITT RAYONIER INC GRAYS HARBOR DIV,803 23RD ST,HOQUIAM,GRAYS HARBOR,WA,98550,46.972,123.8698
31545TTRYNSAVAN,RAYONIER PERFORMANCE FIBERS JESUP MILL,4470 SAVANNAH HWY,JESUP,WAYNE,GA,31545,31.659167,81.843889
98362TTRYN700NO,RAYONIER INC PORT ANGELES MILL,700 N ENNIS ST,PORT ANGELES,CLALLAM,WA,98362,48.11667,123.40694
55344TTSCH8081W,ITT SCHADOW,8081 WALLACE RD,EDEN PRAIRIE,HENNEPIN,MN,55344,44.856667,93.473333
10543TTSLC139HO,ITT SEALECTRO CORP,139 HOYT ST,MAMARONECK,WESTCHESTER,NY,10543,40.952348,73.738666
39341DLTBRHIGHW,BORAL BRICKS INC.  MACON MS P LANT,14404 HWY 14,MACON,NOXUBEE,MS,39341,33.093611,88.573611
17214GFCHMRT116,SPECIALTY GRANULES LLC,1455 OLD WAYNESBORO RD,BLUE RIDGE SUMMIT,ADAMS,PA,17214,39.756944,77.455556
63620GFCHMRUBER,SPECIALTY GRANULES INC,1 HILLCREST DR,ANNAPOLIS,IRON,MO,63620,37.354167,90.7
02173TKPTC10MAG,ITEK OPTICAL SYSTEMS,10 MAGUIRE RD,LEXINGTON,MIDDLESEX,MA,2173,42.472222,71.263056
44004TNNDS4001B,ITEN INDUSTRIES INC PLANT 1,4001 BENEFIT AVE,ASHTABULA,ASHTABULA,OH,44004,41.866667,80.806944
56433WRNRMPOBOX,WARNER MFG CO,PO BOX 9,AKELEY,HUBBARD,MN,56433,47,94.75
63106WRNRJ2526B,SENSIENT COLORS LLC,2515 N JEFFERSON AVE,SAINT LOUIS,ST LOUIS (CITY),MO,63106,38.643056,90.215833
63107WRNRJ2100M,WARNER-JENKINSON CO,2100 MALLINCKRODT ST,SAINT LOUIS,ST LOUIS (CITY),MO,63107,38.658333,90.203333
06460WRNRL10WEB,SCHICK MANUFACTURING INC,10 LEIGHTON RD,MILFORD,NEW HAVEN,CT,6460,41.231111,73.038056
95826CRYST8340B,HP HOOD LLC,8340 BELVEDERE AVE,SACRAMENTO,SACRAMENTO,CA,95826,,
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,700 S CONEJOS ST,COLORADO SPRINGS,EL PASO,CO,80903,,
62201TRDWS7MOBI,VEOLIA ES TECHNICAL SOLUTIONS LLC,7 MOBILE AVE,SAUGET,ST CLAIR,IL,62201,,
51445GMCCRHWYS5,GOMACO CORP. - PLANT 2,5913 E HWY 175,IDA GROVE,IDA,IA,51445,,
11371GDNVTLAGUA,ALLIED AVIATION SERVICE CO OF NEW YORK INC,LAGUARDIA AIRPORT BUILDING 42,FLUSHING,QUEENS,NY,11371,,
54555WNTRWLUGER,WINTER WOOD PRODUCTS,LUGER RTE,PHILLIPS,PRICE,WI,54555,45.701944,90.404722
52136WSCNSHWY9E,WISCONSIN DAIRIES CO-OP,HWY 9 E,CRESCO,HOWARD,IA,52136,43.316667,92.1
53531WSCDR6LAKE,WISCONSIN DAIRIES CO-OP (TERRY'S TRANSFER),6 LAKE ST,DEERFIELD,DANE,WI,53531,43.05,89.066667
60176WSCNS9521W,MIDLAND STAMPING & FABRICATING CORP,9521 AINSLIE ST,SCHILLER PARK,COOK,IL,60176,41.967778,87.865556
46996GLBRTROSSE,WASTEQUIP INC (DBA GALBREATH INC PLANT 1),ROSSER DR,WINAMAC,PULASKI,IN,46996,41.037778,86.594167
35622WLKRWHIGHW,WALKER-WILLIAMS LUMBER CO INC,HWY 31 N,FALKVILLE,MORGAN,AL,35622,34.246944,86.913889
36858WLKRWHIGHW,WALKER-WILLIAMS LUMBER CO INC,687 ALA HWY 26,HATCHECHUBBEE,RUSSELL,AL,36858,32.271667,85.278333
29461NTTCR1BELT,NITTA CORP OF AMERICA,1 BELT DR,MONCKS CORNER,BERKELEY,SC,29461,,
42431WSTKNPOBOX,WEST KENTUCKY EXPLOSIVES INC,HWY 41A,MADISONVILLE,HOPKINS,KY,42431,37.3159,87.4579
84501WNDNC206W2,WEN-DON CORP,206 W 2ND ST,PRICE,CARBON,UT,84501,39.599444,110.81
63119CZNKS4150C,PROGRESSIVE INK,4150 CARR LN,SAINT LOUIS,ST LOUIS (CITY),MO,63119,38.596944,90.321667
97217CZNKS2985N,FLINT GROUP  PORTLAND PACKAGING FACILITY,2985 N MARINE DR,PORTLAND,MULTNOMAH,OR,97217,45.6125,122.701389
70775JMSRVENDOF,HOOD CONTAINER OF LOUISIANA LLC - ST FRANCISVILLE MILL,2105 HWY 964,SAINT FRANCISVILLE,WEST FELICIANA PARISH,LA,70775,30.708333,91.333333
33616WNCZL6608S,WENCZEL TILE CO OF FLORIDA,6608 S WESTSHORE BLVD,TAMPA,HILLSBOROUGH,FL,33616,27.871111,82.525278
66534WNGRM714MA,WENGER MANUFACTURING INC,714 MAIN ST,SABETHA,NEMAHA,KS,66534,39.903597,95.798788
94550WNTBR5565T,WENTE BROS WINERY,5565 TESLA RD,LIVERMORE,ALAMEDA,CA,94550,37.6651,121.723363
95695WSTRNPOBOX,WESTERN WOOD TREATING INC WOODLAND,1492 CHURCHILL DOWNS AVE,WOODLAND,YOLO,CA,95776,38.6986,121.759056
01085WSTFL221UN,"RPM WOOD FINISHES GROUP, INC.",221 UNION ST,WESTFIELD,HAMPDEN,MA,1085,42.125556,72.725833
48909JTDXX5300A,BARNES AEROSPACE - LANSING DIV,5300 AURELIUS RD,LANSING,INGHAM,MI,48911,42.6825,84.523889
49588JTLCT53535,JET ELECTRONICS & TECHNOLOGIES INC,5353 52ND ST SE,GRAND RAPIDS,KENT,MI,495880873,42.870833,85.534444
28778CHMTR180OL,JET RESEARCH CENTER INC,180 OLD BEE TREE RD,SWANNANOA,BUNCOMBE,NC,28778,35.6194,82.4342
02062JTSPR825UN,JET SPRAY CORP,825 UNIVERSITY AVE,NORWOOD,NORFOLK,MA,2062,42.205,71.173333
77028JTLBN4849H,JET-LUBE INC,4849 HOMESTEAD RD,HOUSTON,HARRIS,TX,77028,29.791944,95.294444
01085WSTFL135AP,WESTFIELD GRINDING WHEEL CO,135 APREMONT WAY,WESTFIELD,HAMPDEN,MA,1085,42.157778,72.716111
01071WSTFL16STA,WESTFIELD RIVER PAPER CO,16 STATION RD,RUSSELL,HAMPDEN,MA,1071,42.183333,72.85
45335MRCNB5100W,AMERICAN BUILDINGS CO,5100 WAYNESVILLE-JAMESTOWN RD,JAMESTOWN,GREENE,OH,45335,39.625965,83.803608
48846MRCNB14NOR,VENTRA IONIA MAIN LLC,14 N BEARDSLEY RD,IONIA,IONIA,MI,48846,42.987778,85.029444
45414MRCNC2800O,AMERICAN CARCO CORP,2800 ONTARIO AVE,DAYTON,MONTGOMERY,OH,454145137,39.797778,84.178611
01752DVTCH40CED,DAV-TECH PLATING INC,40 CEDAR HILL ST,MARLBOROUGH,MIDDLESEX,MA,1752,42.321667,71.579444
52804DVNPRHWY22,CONTINENTAL CEMENT CO,301 E FRONT ST,BUFFALO,SCOTT,IA,52728,41.458889,90.695278
32750DVDMC201VA,DAY INTERNATIONAL DAVID M FACILITY,201 VALENTINE WAY,LONGWOOD,SEMINOLE,FL,32750,28.7236,81.309512
50401DVDMN16001,AADG INC GRAHAM WOOD DOORS 12TH STREET NE FACILITY,1600 12TH ST NE,MASON CITY,CERRO GORDO,IA,50401,43.155556,93.191667
31709DVDSNRT6BO,COLLINS & AIKMAN PRODUCTS CO.,100 BRADY RD,AMERICUS,SUMTER,GA,31709,32.058333,84.191667
03835DVDSNROUTE,COLLINS & AIKMAN AUTOMOTIVE INTERIORS,56 DAVIDSON DR,FARMINGTON,STRAFFORD,NH,3835,43.381,71.0652
63304LFLVL25RES,CARDINAL UHP,25 RESEARCH PARK DR,SAINT CHARLES,ST CHARLES,MO,63304,,
15317RCMXF586PL,RECMIX OF PA INC CANONSBURG,586 PLUM RUN RD,CANONSBURG,WASHINGTON,PA,153179773,,
99613SRFRCKINGS,CHUGACH DEVELOPMENT CORP US AIR FORCE KING SALMON,KING SALMON AIRPORT,KING SALMON,BRISTOL BAY BOROUGH,AK,99613,,
69301DYCPREASTH,PARKER HANNIFIN ALLIANCE PLANT,2490 COUNTY RD 58,ALLIANCE,BOX BUTTE,NE,69301,42.091111,102.823611
66701DYCPRFORTS,TIMKEN SMO LLC,4505 CAMPBELL DR,FORT SCOTT,BOURBON,KS,66701,37.792222,94.700278
70776HMSTD4250H,OHMSTEDE LTD,4250 HWY 30,SAINT GABRIEL,IBERVILLE PARISH,LA,70776,,
14456HBFLL61GAT,UNIVAR USA INC - GENEVA BRANCH,61 GATES AVE,GENEVA,ONTARIO,NY,14456,42.881667,76.981944
30050HBFLL4630L,H B FULLER CO,4630 LAKE MIRROR PL,FOREST PARK,CLAYTON,GA,30050,33.628384,84.3941
30207HBFLL1417P,H B FULLER CO  INDL COATINGS DIV,1417 PARKER RD,CONYERS,ROCKDALE,GA,30208,33.651944,84.021944
38107HBFLL802RO,H B FULLER CO,802 ROYAL AVE,MEMPHIS,SHELBY,TN,38107,35.1825,90.029444
42001HBFLL5000C,H B FULLER CO,5000 CHARTER OAK DR,PADUCAH,MCCRACKEN,KY,42001,37.093333,88.682778
18104SFTYK5540M,SAFETY-KLEEN SYSTEMS (200701),5540 MEMORIAL RD,ALLENTOWN,LEHIGH,PA,18104,,
30701SSCTD127NA,ASSOCIATED RUBBER CO,127 NANCE RD,CALHOUN,GORDON,GA,30701,,
66548TTNTR2306H,TITAN TRAILER MANUFACTURING INC,2306 HWY 77,WATERVILLE,MARSHALL,KS,66548,,
23847PRKRL680MO,PARKER OIL CO INC,680 MORGAN ROAD,EMPORIA,EMPORIA (CITY),VA,23847,,
71701RKNSS1625B,JOHN L MCCLELLAN GENERATING STATION,1625 BRADLEY FERRY RD,CAMDEN,OUACHITA,AR,71701,,
16901TRCKLRR7PO,TRUCK-LITE WELLSBORO,11664 US RT 6,WELLSBORO,TIOGA,PA,16901,,
38654TRTMP11222,TRUE TEMPER SPORTS INC.,11222 GREENVALLEY DR.,OLIVE BRANCH,DESOTO,MS,38654,34.987222,89.790833
16514ZRNND1801P,ZURN INDUSTRIES-LLC SPEC DRAIN OPERATIONS,1801 PITTSBURGH AVE,ERIE,ERIE,PA,16514,42.1074,79.9565
17601JHNSN1838C,JOHNSON & JOHNSON MERCK CONSUMER PHARMACEUTICALS,1838 COLONIAL VILLAGE LN,LANCASTER,LANCASTER,PA,176016700,40.05,76.240278
27209FNDRY530EM,GREDE II-BISCOE,530 E MAIN,BISCOE,MONTGOMERY,NC,27209,35.366667,79.768889
22547TDWTRPOBOX,ROYSTER-CLARK INC,RTE 665 OFF OF RTE 3 E,SEALSTON,KING GEORGE,VA,22547,38.3375,77.216667
94545DGSSG25932,ELAMET TECHNOLOGIES INC,25932 EDEN LANDING RD,HAYWARD,ALAMEDA,CA,94545,37.628056,122.108611
08110JRSMNRT130,J REISMAN & SONS INC,8405 N CRESCENT BLVD,PENNSAUKEN,CAMDEN,NJ,81101379,39.979167,75.030556
19802JSCHN9VAND,J SCHOENEMAN WILTEX,9 VANDEVER AVE,WILMINGTON,NEW CASTLE,DE,198020000,39.733333,75.533333
94544JTBKRPOBOX,J T BAKER INC,995 ZEPHYR AVE,HAYWARD,ALAMEDA,CA,94544,37.630833,122.061389
87113SMTCM9401S,SUMCO PHOENIX-ALBUQUERQUE,9401 SAN MATEO BLVD NE,ALBUQUERQUE,BERNALILLO,NM,87113,,
08865JTBKR600NO,AVANTOR PERFORMANCE MATERIALS,600 N BROAD ST,PHILLIPSBURG,WARREN,NJ,8865,40.701389,75.196944
06516DTSCH14FAR,DEITSCH PLASTIC CO INC,14 FARWELL ST,WEST HAVEN,NEW HAVEN,CT,6516,41.287222,72.986111
60115DKLBP221GR,DEKALB PLATING CO INC,221 GROVE ST,DE KALB,DEKALB,IL,60115,41.929722,88.751944
35160WHDKYADAMS,WEHADKEE YARN MILLS DYE PLANT DIV.,400 ADAMS AVE,TALLADEGA,TALLADEGA,AL,35160,33.435,86.1025
36274WHDKYHWY22,WEHADKEE YARN MILLS ROCK MILLS DIV,HWY 22 LANIER ST,ROCK MILLS,RANDOLPH,AL,36274,33.1812,85.3402
17404JBKRC320NO,MAGNESITA REFRACTORIES,425 S. SALEM CHURCH RD,YORK,YORK,PA,17408,39.939167,76.815
55313NVRSL200CE,HONEYWELL ELECTRONIC MATERIALS INC,200 CENTENNIAL DR,BUFFALO,WRIGHT,MN,55313,,
31533TCMSH1545K,SOUTHWIRE CO DOUGLAS PLANT,1545 KELLOGG DR,DOUGLAS,COFFEE,GA,31535,,
39212NCBLD201AP,METL-SPAN A DIV OF NCI GROUP INC,201 APACHE DR.,JACKSON,HINDS,MS,39272,,
95301NCBLD550IN,NCI BUILDING SYSTEMS LP,550 INDUSTRY WAY,ATWATER,MERCED,CA,95301,,
79111WYNCH9510W,WAYNE CHEMICAL CORP,9510 WAREHOUSE RD #3,AMARILLO,POTTER,TX,79110,35.243056,101.674167
97222WRNND13270,WARN INDUSTRIES INC,13270 PHEASANT CT,MILWAUKIE,CLACKAMAS,OR,97222,45.426667,122.589167
16603WRNCKPOBOX,WARNACO KNITWEAR DIV,2424 8TH AVE,ALTOONA,BLAIR,PA,16603,40.502222,78.408611
43228DLXCH705HA,DELUXE CHECK PRINTERS INC,705 HADLEY DR,COLUMBUS,FRANKLIN,OH,43228,39.967778,83.098889
02745STRNC105SA,ISOTRONICS INC,105 SAMUEL BARNETT BLVD,NEW BEDFORD,BRISTOL,MA,2745,41.719444,70.962778
19310RVNGTVALLE,IRVING TEXTILE PRODUCTS INC,808 VALLEY AVE,ATGLEN,CHESTER,PA,19310,39.946944,75.984722
04058RWNCX37BAR,IRWIN CO GORHAM DIV,37 BARTLETT RD,GORHAM,CUMBERLAND,ME,4038,43.6768,70.4322
55126DLXCH1020W,DELUXE CHECK PRINTERS INC,1020 W CR F,SHOREVIEW,RAMSEY,MN,55126,45.064167,93.143333
60009DLXCH1275T,DELUXE CHECK PRINTERS INC,1275 TOUHY AVE,ELK GROVE VILLAGE,COOK,IL,60007,42.006944,87.968889
60018DLXCH1600E,DELUXE CHECK PRINTERS INC,1600 E TOUHY AVE,DES PLAINES,COOK,IL,60018,42.010833,87.884444
60106DLXCH855FO,DELUXE CHECK PRINTERS INC,855 FOSTER AVE,BENSENVILLE,DUPAGE,IL,60106,41.9725,87.952778
63146DLXCH2331S,DELUXE CHECK PRINTERS INC,2331 SCHUETZ RD,MARYLAND HEIGHTS,ST LOUIS,MO,63146,38.704722,90.433333
66215DLXCH14685,DELUXE CHECK PRINTERS INC,14600 W 106TH,LENEXA,JOHNSON,KS,66215,38.938056,94.754722
53184SLCMP402NO,APEX TOOL GROUP LLC,402 N MAIN ST,WALWORTH,WALWORTH,WI,53184,42.535833,88.588333
28145SNHRBNLONG,MERIDIAN BRICK- SALISBURY PLANT,700 S LONG ST,EAST SPENCER,ROWAN,NC,28039,35.667222,80.430556
94111SHHRC600MO,ISHIHARA CORP USA,600 MONTGOMERY ST 38TH FLOOR,SAN FRANCISCO,SAN FRANCISCO,CA,94111,37.795556,122.401944
06907SSCTN66VIA,ISIS COATINGS INC,66 VIADUCT RD,STAMFORD,FAIRFIELD,CT,6907,41.079044,73.520361
28675PNRCLECLIP,AMANO PIONEER ECLIPSE CORP,1 ECLIPSE RD,SPARTA,ALLEGHANY,NC,28675,36.5,81.083333
23901MTTLYRTE2B,MOTTLEY FOILS INC,20 MOHELE RD,FARMVILLE,BUCKINGHAM,VA,23901,37.343056,78.473611
00739SMTHKCARR1,SMITHKLINE BEECHAM PHARMACEUTICALS CO,CARR 172 KM 91 BO CERTENEJAS,CIDRA,CIDRA,PR,7391975,18.195,66.125833
97062HLSRN10750,HELSER INDUSTRIES,10750 SW TUALATIN RD,TUALATIN,WASHINGTON,OR,97062,45.386111,122.791667
30120WRMDW50RIV,W R MEADOWS OF GEORGIA,50 RIVERSIDE DR,CARTERSVILLE,BARTOW,GA,30120,,
44875SHLBY34MAN,SHELBY MUNICIPAL LIGHT PLANT,34 MANSFIELD AVE,SHELBY,RICHLAND,OH,44875,,
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,6598 RAY NIXON RD,FOUNTAIN,EL PASO,CO,80817,,
99627NXNFR32MIL,NIXON FORK PROJECT,32 MILES N.E. OF MCGRATH,MC GRATH,YUKON-KOYUKUK,AK,99627,,
92121CLTRC8725P,CLEATOR CORP,8725 PRODUCTION AVE,SAN DIEGO,SAN DIEGO,CA,92121,32.883333,117.164444
46803WYNMT1511W,WAYNE METAL PROTECTION,1511 WABASH AVE,FORT WAYNE,ALLEN,IN,46803,41.071667,85.11
26554THCRT1100H,CREATIVE LABEL CO,1100 HOULT RD,FAIRMONT,MARION,WV,26554,39.5,80.125
30341PRCSN5275P,WATTYL PAINT CORP,5275 PEACHTREE INDL BLVD,ATLANTA,FULTON,GA,30341,33.894444,84.307222
02339HPCNC353CI,HAPCO INC,353 CIRCUIT ST,HANOVER,PLYMOUTH,MA,2339,,
71201STLFB2101B,STEEL FABRICATORS OF MONROE LLC,2101 BOOTH ST,MONROE,OUACHITA PARISH,LA,71201,,
39506HRTSN10115,HARTSON-KENNEDY CABINET TOP CO INC,10115 LORRAINE RD,GULFPORT,HARRISON,MS,39503,,
38941MRCSCRTE1S,AMERICA'S CATCH INC,RT 1 SUNFLOWER RD,ITTA BENA,LEFLORE,MS,38941,,
52556JBPLS2803W,J & B PLASTICS INC,2803 W GRIMES AVE,FAIRFIELD,JEFFERSON,IA,52556,41.050556,91.969167
